Filename,Species,Dominant_Frequency_Hz,Spectral_Bandwidth,Spectral_Flatness,RMS_Energy,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,Chroma_1,Chroma_2,Chroma_3,Chroma_4,Chroma_5,Chroma_6,Chroma_7,Chroma_8,Chroma_9,Chroma_10,Chroma_11,Chroma_12
Baudo Guan12.mp3,Baudo Guan_sound,937.2867031551834,2609.562603166869,3.856996e-05,0.07891778,-218.87811,120.414314,-70.45506,5.0478363,-33.144505,-1.6550632,-4.936448,-11.319383,8.678412,6.305327,-22.06983,-4.3653126,3.8592975,0.19039802,0.2083079,0.24489254,0.35139346,0.463881,0.3716275,0.36269808,0.2928053,0.23338585,0.3458302,0.5638425,0.39075252
Baudo Guan13.mp3,Baudo Guan_sound,937.2867031551834,2609.562603166869,3.856996e-05,0.07891778,-218.87811,120.414314,-70.45506,5.0478363,-33.144505,-1.6550632,-4.936448,-11.319383,8.678412,6.305327,-22.06983,-4.3653126,3.8592975,0.19039802,0.2083079,0.24489254,0.35139346,0.463881,0.3716275,0.36269808,0.2928053,0.23338585,0.3458302,0.5638425,0.39075252
Baudo Guan14.mp3,Baudo Guan_sound,937.2867031551834,2609.562603166869,3.856996e-05,0.07891778,-218.87811,120.414314,-70.45506,5.0478363,-33.144505,-1.6550632,-4.936448,-11.319383,8.678412,6.305327,-22.06983,-4.3653126,3.8592975,0.19039802,0.2083079,0.24489254,0.35139346,0.463881,0.3716275,0.36269808,0.2928053,0.23338585,0.3458302,0.5638425,0.39075252
Baudo Guan15.mp3,Baudo Guan_sound,937.2867031551834,2609.562603166869,3.856996e-05,0.07891778,-218.87811,120.414314,-70.45506,5.0478363,-33.144505,-1.6550632,-4.936448,-11.319383,8.678412,6.305327,-22.06983,-4.3653126,3.8592975,0.19039802,0.2083079,0.24489254,0.35139346,0.463881,0.3716275,0.36269808,0.2928053,0.23338585,0.3458302,0.5638425,0.39075252
Baudo Guan2.mp3,Baudo Guan_sound,1301.8607706821504,2355.33310121803,0.0004109098,0.09116788,-144.94537,113.882835,-132.23112,1.325647,-51.67622,-10.273349,-25.542742,-24.987513,-17.521963,-26.06351,-6.5837207,-18.504942,-3.7474673,0.61046046,0.5671395,0.5365501,0.5459717,0.52741045,0.52948517,0.57848746,0.6597758,0.66340077,0.6208971,0.6013163,0.6239183
Baudo Guan3.mp3,Baudo Guan_sound,793.8447706065319,2983.609740936906,0.0012644255,0.059174385,-211.54066,127.8739,-61.32333,19.806662,-31.056726,5.428298,-15.094293,-1.031298,-7.4447064,3.8584611,-7.401936,3.815485,-2.551744,0.5025445,0.51717037,0.51399285,0.51368755,0.5359744,0.58357316,0.63060725,0.64369816,0.5870496,0.6097883,0.59161925,0.5234896
Baudo Guan4.mp3,Baudo Guan_sound,1165.9797841494844,3871.1246032978684,0.0004857318,0.080032684,-213.60158,124.94217,-17.440176,14.319826,-89.50856,14.130918,-15.883201,32.176197,-0.3389345,-15.115688,-11.184116,-14.3733,-0.7899248,0.33303368,0.35827598,0.4449883,0.4393711,0.36155555,0.23061197,0.1599504,0.15162118,0.2222405,0.23992352,0.24209242,0.27005854
Baudo Guan5.mp3,Baudo Guan_sound,792.0244193989072,3611.5905467841467,0.0010151557,0.06899394,-184.99332,142.21309,-23.723824,29.880514,-41.337543,9.822838,-23.276552,9.016971,-17.690617,5.4930034,-9.989844,-7.150336,-1.6364367,0.57730585,0.5392688,0.51440924,0.52374595,0.5263681,0.5115576,0.5073454,0.55208534,0.6025786,0.5844882,0.59972876,0.63210607
Baudo Guan6.mp3,Baudo Guan_sound,329.5828449430677,3522.4477902138956,0.00049402734,0.07254546,-182.09654,150.11006,-16.221704,26.688374,-38.314934,24.292713,-21.445238,-2.0048864,-8.260988,6.8687053,-7.228827,-6.4360757,-6.8143044,0.4799143,0.4592526,0.46578643,0.4534954,0.46262795,0.47108996,0.50301415,0.52308774,0.519409,0.53688323,0.5634146,0.5419986
Baudo Guan7.mp3,Baudo Guan_sound,301.17580746644296,3238.1074758733807,0.010318083,0.053838316,-222.88019,115.02394,-47.6284,18.914062,-6.8394494,11.145969,-18.762108,14.473675,-11.170149,-2.281437,-5.849515,3.8841457,-12.423898,0.52633333,0.5072827,0.44375318,0.43475792,0.39666393,0.37578824,0.44618922,0.42103562,0.48651254,0.43914232,0.4690494,0.41802165
Baudo Guan8.mp3,Baudo Guan_sound,1239.4547458506224,4289.274880725868,0.002579818,0.038470726,-226.75468,105.22972,-17.171349,30.143261,-35.89864,22.020237,-11.190092,13.202693,-29.472107,12.815304,-4.725989,-8.944059,-7.600265,0.72786963,0.629362,0.4629274,0.49954015,0.56667244,0.5847321,0.49832493,0.544918,0.6441763,0.45403442,0.4033046,0.44376135
Baudo Guan9.mp3,Baudo Guan_sound,1352.5221061093248,3896.85159722108,0.0011927903,0.047823023,-215.95514,77.03933,-49.60963,24.238594,-49.4514,3.4735763,-17.453783,28.941534,-27.099236,4.75115,3.586837,-2.7032661,6.058954,0.32809874,0.4113975,0.63219,0.72782487,0.56936514,0.36244315,0.27719486,0.2874991,0.26430565,0.26038346,0.35924876,0.4336075
Bearded Guan10.mp3,Bearded Guan_sound,1189.491383744856,2973.715389265158,0.0008275393,0.032150824,-264.08878,85.148384,-63.753616,27.268442,-29.318195,10.773419,1.0645281,0.834843,5.1265616,-3.3225775,4.365332,-2.584393,13.320438,0.2845757,0.31148636,0.38102767,0.4892245,0.56958693,0.53928226,0.44990465,0.37838626,0.31378984,0.25918067,0.24108955,0.25933763
Bearded Guan11.mp3,Bearded Guan_sound,1189.491383744856,2973.715389265158,0.0008275393,0.032150824,-264.08878,85.148384,-63.753616,27.268442,-29.318195,10.773419,1.0645281,0.834843,5.1265616,-3.3225775,4.365332,-2.584393,13.320438,0.2845757,0.31148636,0.38102767,0.4892245,0.56958693,0.53928226,0.44990465,0.37838626,0.31378984,0.25918067,0.24108955,0.25933763
Bearded Guan12.mp3,Bearded Guan_sound,1189.491383744856,2973.715389265158,0.0008275393,0.032150824,-264.08878,85.148384,-63.753616,27.268442,-29.318195,10.773419,1.0645281,0.834843,5.1265616,-3.3225775,4.365332,-2.584393,13.320438,0.2845757,0.31148636,0.38102767,0.4892245,0.56958693,0.53928226,0.44990465,0.37838626,0.31378984,0.25918067,0.24108955,0.25933763
Bearded Guan13.mp3,Bearded Guan_sound,1189.491383744856,2973.715389265158,0.0008275393,0.032150824,-264.08878,85.148384,-63.753616,27.268442,-29.318195,10.773419,1.0645281,0.834843,5.1265616,-3.3225775,4.365332,-2.584393,13.320438,0.2845757,0.31148636,0.38102767,0.4892245,0.56958693,0.53928226,0.44990465,0.37838626,0.31378984,0.25918067,0.24108955,0.25933763
Bearded Guan14.mp3,Bearded Guan_sound,1189.491383744856,2973.715389265158,0.0008275393,0.032150824,-264.08878,85.148384,-63.753616,27.268442,-29.318195,10.773419,1.0645281,0.834843,5.1265616,-3.3225775,4.365332,-2.584393,13.320438,0.2845757,0.31148636,0.38102767,0.4892245,0.56958693,0.53928226,0.44990465,0.37838626,0.31378984,0.25918067,0.24108955,0.25933763
Bearded Guan15.mp3,Bearded Guan_sound,1189.491383744856,2973.715389265158,0.0008275393,0.032150824,-264.08878,85.148384,-63.753616,27.268442,-29.318195,10.773419,1.0645281,0.834843,5.1265616,-3.3225775,4.365332,-2.584393,13.320438,0.2845757,0.31148636,0.38102767,0.4892245,0.56958693,0.53928226,0.44990465,0.37838626,0.31378984,0.25918067,0.24108955,0.25933763
Bearded Guan16.mp3,Bearded Guan_sound,1324.5404736656064,5215.078904557148,0.009042578,0.020576319,-298.40756,74.53785,-38.98424,-13.926927,-40.76561,-13.8537,-30.407524,-13.039854,-26.502209,-12.910141,-25.01032,-8.672946,-17.045055,0.5075369,0.5325678,0.5895459,0.553368,0.5692675,0.57257515,0.5659107,0.5281776,0.5131324,0.48355094,0.45926693,0.48552316
Bearded Guan17.mp3,Bearded Guan_sound,1248.257385814403,3101.9435626326995,0.00031018528,0.09178711,-218.32724,112.51272,-54.290154,18.335133,-7.357541,17.195692,4.571514,19.861717,11.525657,6.8538504,-0.23627144,8.138292,11.974952,0.30785978,0.34789377,0.4781294,0.7386503,0.70117164,0.49135903,0.42048538,0.38074505,0.34676117,0.31674773,0.3034969,0.29256052
Bearded Guan18.mp3,Bearded Guan_sound,4866.357758620689,2452.092196327844,0.0009892457,0.039235972,-362.56287,47.03519,-17.248947,64.30545,9.364693,-29.789152,41.766685,21.416567,-19.265026,21.304365,19.86871,-11.373557,12.5453,0.12640038,0.24027944,0.6231071,0.99042934,0.6572627,0.2620632,0.15558319,0.12911576,0.1149915,0.104417,0.09480425,0.09178137
Bearded Guan19.mp3,Bearded Guan_sound,4626.171274038462,3261.170269023142,0.001415048,0.06264388,-178.70593,90.83966,-40.600098,45.31222,-16.318342,0.30881602,14.305411,19.027191,-20.123419,14.218754,9.589509,-8.313002,5.9122176,0.2171961,0.52352595,0.89629996,0.59897655,0.3907352,0.32822034,0.23865107,0.17844127,0.1600607,0.1518754,0.14928973,0.15412922
Bearded Guan2.mp3,Bearded Guan_sound,4404.191889142535,2933.5251083021412,0.0003248245,0.095009364,-133.44763,85.809906,-99.4422,60.51696,-42.78454,27.268002,-11.187122,8.798594,2.5301037,1.6057197,2.9191597,10.630068,-2.6368017,0.7069445,0.6306895,0.35057735,0.32452378,0.3168771,0.34308472,0.37783593,0.4020238,0.40500462,0.4914152,0.56979835,0.58295816
Bearded Guan20.mp3,Bearded Guan_sound,328.6891307645631,3145.720673603919,1.1242208e-05,0.046940725,-225.80322,146.68097,-33.791573,42.592472,-31.553904,27.333595,8.609193,-3.009263,17.92538,-14.191801,4.461614,-18.573904,-5.739966,0.54381764,0.6503927,0.67645735,0.52728283,0.49343058,0.49179894,0.47377256,0.4597641,0.45992488,0.4744585,0.49443877,0.5116346
Bearded Guan21.mp3,Bearded Guan_sound,328.6891307645631,3145.720673603919,1.1242208e-05,0.046940725,-225.80322,146.68097,-33.791573,42.592472,-31.553904,27.333595,8.609193,-3.009263,17.92538,-14.191801,4.461614,-18.573904,-5.739966,0.54381764,0.6503927,0.67645735,0.52728283,0.49343058,0.49179894,0.47377256,0.4597641,0.45992488,0.4744585,0.49443877,0.5116346
Bearded Guan22.mp3,Bearded Guan_sound,378.99289456602366,1873.5768319239874,0.00015757627,0.12483777,-136.6223,200.18031,-61.209606,16.628428,-9.878358,8.385172,-2.8929653,-10.311851,5.8774166,-15.901534,0.9659218,-7.418667,-2.382412,0.52790403,0.57535917,0.5852627,0.5853222,0.6087166,0.6437418,0.63675046,0.61413515,0.5821807,0.5639604,0.54249734,0.5251787
Bearded Guan23.mp3,Bearded Guan_sound,1130.8243727598565,2798.9906198435583,0.00015041971,0.10322908,-191.27878,173.9872,-11.817506,-12.493116,-27.155378,30.192244,9.082303,-7.2630816,8.4889555,12.924344,-9.265307,9.153342,5.7900662,0.46687087,0.6125845,0.5923677,0.56029105,0.52070135,0.51823354,0.5475854,0.50584745,0.4239905,0.39792776,0.40430522,0.39846015
Bearded Guan24.mp3,Bearded Guan_sound,1043.1627179360175,3192.1054279086165,0.00031829698,0.0678006,-225.5761,156.0538,-7.3830314,-2.612676,-28.605507,21.914566,5.6035953,-3.0972302,14.222064,8.903155,-11.201928,12.725138,4.8367014,0.6067465,0.5158159,0.44625264,0.46539056,0.47158355,0.5113326,0.5389129,0.48436594,0.41920578,0.39251316,0.4121941,0.50311005
Bearded Guan25.mp3,Bearded Guan_sound,1043.1627179360175,3192.1054279086165,0.00031829698,0.0678006,-225.5761,156.0538,-7.3830314,-2.612676,-28.605507,21.914566,5.6035953,-3.0972302,14.222064,8.903155,-11.201928,12.725138,4.8367014,0.6067465,0.5158159,0.44625264,0.46539056,0.47158355,0.5113326,0.5389129,0.48436594,0.41920578,0.39251316,0.4121941,0.50311005
Bearded Guan26.mp3,Bearded Guan_sound,1257.405523255814,1296.3809401230092,8.546061e-06,0.7226496,-213.20084,96.52011,-40.723156,31.598333,-14.343768,34.362225,1.9569979,11.46413,-2.8409736,5.157753,13.505253,10.709773,11.838189,0.5527095,0.61061555,0.69867486,0.88854903,0.89111525,0.7511926,0.72941273,0.7067381,0.6798998,0.6336399,0.5784001,0.52609354
Bearded Guan27.mp3,Bearded Guan_sound,105.3448577425373,4067.020046153006,0.0004391048,0.15679553,-60.901566,145.10318,-35.13116,31.680588,-34.393208,37.901672,-35.128902,21.527859,-22.540619,8.507775,-17.320251,4.7284474,-6.18177,0.6150544,0.6513785,0.6183123,0.60764384,0.59942025,0.6081854,0.59139436,0.5896461,0.60524577,0.6187709,0.63235277,0.6067757
Bearded Guan28.mp3,Bearded Guan_sound,1301.8607706821504,2355.33310121803,0.0004109098,0.09116788,-144.94537,113.882835,-132.23112,1.325647,-51.67622,-10.273349,-25.542742,-24.987513,-17.521963,-26.06351,-6.5837207,-18.504942,-3.7474673,0.61046046,0.5671395,0.5365501,0.5459717,0.52741045,0.52948517,0.57848746,0.6597758,0.66340077,0.6208971,0.6013163,0.6239183
Bearded Guan3.mp3,Bearded Guan_sound,4404.191889142535,2933.5251083021412,0.0003248245,0.095009364,-133.44763,85.809906,-99.4422,60.51696,-42.78454,27.268002,-11.187122,8.798594,2.5301037,1.6057197,2.9191597,10.630068,-2.6368017,0.7069445,0.6306895,0.35057735,0.32452378,0.3168771,0.34308472,0.37783593,0.4020238,0.40500462,0.4914152,0.56979835,0.58295816
Bearded Guan4.mp3,Bearded Guan_sound,4404.191889142535,2933.5251083021412,0.0003248245,0.095009364,-133.44763,85.809906,-99.4422,60.51696,-42.78454,27.268002,-11.187122,8.798594,2.5301037,1.6057197,2.9191597,10.630068,-2.6368017,0.7069445,0.6306895,0.35057735,0.32452378,0.3168771,0.34308472,0.37783593,0.4020238,0.40500462,0.4914152,0.56979835,0.58295816
Bearded Guan5.mp3,Bearded Guan_sound,1305.56364759887,4562.60944203018,0.01769138,0.0530476,-303.87085,163.08522,25.985855,-63.657475,0.29913384,20.044111,-1.984431,-12.680812,-6.0260444,16.21186,-10.235131,-7.4167914,6.96159,0.3984681,0.4486029,0.5041829,0.553307,0.6178514,0.6178312,0.4627084,0.3924612,0.39422455,0.42373088,0.40449178,0.37698036
Bearded Guan6.mp3,Bearded Guan_sound,1115.08794218585,4898.389068274985,0.06919286,0.05838016,-187.15791,69.56172,-19.958035,0.9356054,-28.30625,23.267626,-5.263492,8.552368,0.7139307,7.5248756,-6.546764,-2.0374222,-1.4871615,0.49081728,0.5793834,0.5422018,0.4146822,0.46562213,0.4743846,0.43432817,0.39276913,0.35655046,0.34727842,0.40551943,0.4444877
Bearded Guan7.mp3,Bearded Guan_sound,1354.555284455462,3229.796914405664,0.0009435559,0.05797891,-253.44356,133.19788,-27.23129,-0.6742454,-3.0263135,23.125778,-1.7580863,13.087604,2.2409475,1.2044604,-3.0318735,1.4856687,10.377803,0.33720338,0.35888207,0.38388035,0.47053972,0.65494704,0.68582326,0.48538828,0.3919114,0.3129372,0.29176483,0.31451565,0.32138965
Bearded Guan8.mp3,Bearded Guan_sound,1302.9446225236068,2728.12242040858,9.454249e-05,0.07133972,-239.43625,164.22502,-25.545534,-13.400243,-13.070526,17.528526,-11.351572,3.926715,-8.103914,-6.949674,-5.3742204,-4.0077243,-0.81801033,0.4018331,0.42178473,0.45989668,0.51601225,0.5648731,0.57087535,0.5125302,0.4606304,0.44675007,0.46779722,0.47445494,0.4328847
Bearded Guan9.mp3,Bearded Guan_sound,1240.5706375538018,2860.1607704394855,2.8956803e-05,0.03641038,-314.50784,100.75793,-92.73381,50.78881,-49.56498,40.28593,4.9868164,-9.264092,31.792034,-34.161205,-3.5526447,-17.205996,-2.0732994,0.39623392,0.35727617,0.4921422,0.61545074,0.38309327,0.3066287,0.29110757,0.30140072,0.28690785,0.28042915,0.30442652,0.35148752
Berlepschs Tinamou10.mp3,Berlepschs Tinamou_sound,4994.3104302705215,3869.5008969864934,0.015292266,0.034387298,-331.09515,46.145176,-3.4242878,35.87214,-30.937387,7.449086,-1.3456018,-18.999374,5.5533857,-3.9002004,-19.8672,16.825457,-17.840948,0.38502958,0.14256974,0.099008925,0.18427406,0.16130956,0.09002279,0.10645171,0.13042401,0.32738462,0.56320703,0.80341715,0.4483689
Berlepschs Tinamou11.mp3,Berlepschs Tinamou_sound,4319.37322907585,2518.813304892918,0.00023898283,0.049403172,-216.59843,151.11795,-56.30044,7.496416,-35.792496,-3.7847059,-8.969016,-17.613113,0.9815925,-13.804551,-1.4284718,-6.8745394,-1.166795,0.6135519,0.64391863,0.5687824,0.57146573,0.5600013,0.5586704,0.5866458,0.5703252,0.55819035,0.5795456,0.55546266,0.5693003
Berlepschs Tinamou12.mp3,Berlepschs Tinamou_sound,4319.37322907585,2518.813304892918,0.00023898283,0.049403172,-216.59843,151.11795,-56.30044,7.496416,-35.792496,-3.7847059,-8.969016,-17.613113,0.9815925,-13.804551,-1.4284718,-6.8745394,-1.166795,0.6135519,0.64391863,0.5687824,0.57146573,0.5600013,0.5586704,0.5866458,0.5703252,0.55819035,0.5795456,0.55546266,0.5693003
Berlepschs Tinamou13.mp3,Berlepschs Tinamou_sound,4874.125027976723,2799.9200884205316,0.00021618484,0.083306134,-257.33786,-4.5361004,-78.388466,25.171001,-74.86965,7.8426337,-39.287537,-8.255156,-7.3829103,-10.040883,-15.606816,10.939807,-13.543238,0.14477025,0.05557606,0.090381205,0.045675013,0.0501352,0.04345856,0.04247164,0.046205156,0.07061327,0.18341973,0.8802472,0.74084985
Berlepschs Tinamou14.mp3,Berlepschs Tinamou_sound,8109.054337686566,3561.6034722244103,0.0044436534,0.12666568,-147.42772,116.008446,-61.22171,55.198997,-52.819965,45.147537,-25.629623,8.599916,1.3072006,-3.3467526,-0.067781866,-3.2859674,-4.4440594,0.96069044,0.29948878,0.31208548,0.28277898,0.27322197,0.26505864,0.25864983,0.25239688,0.2837087,0.36467415,0.3244261,0.72584075
Berlepschs Tinamou2.mp3,Berlepschs Tinamou_sound,207.02499999999998,3633.901655788876,0.0026523594,0.0017218253,-516.3263,107.35319,-37.98809,42.279358,-24.888214,19.21598,-19.467297,2.1393015,-7.642402,-5.7732034,0.8849042,-11.9854355,1.8005064,0.5876511,0.6330534,0.56954575,0.5398871,0.52974486,0.50951874,0.5176652,0.55435705,0.5830219,0.62545717,0.6164186,0.57785004
Berlepschs Tinamou3.mp3,Berlepschs Tinamou_sound,207.02499999999998,3633.901655788876,0.0026523594,0.0017218253,-516.3263,107.35319,-37.98809,42.279358,-24.888214,19.21598,-19.467297,2.1393015,-7.642402,-5.7732034,0.8849042,-11.9854355,1.8005064,0.5876511,0.6330534,0.56954575,0.5398871,0.52974486,0.50951874,0.5176652,0.55435705,0.5830219,0.62545717,0.6164186,0.57785004
Berlepschs Tinamou4.mp3,Berlepschs Tinamou_sound,207.02499999999998,3633.901655788876,0.0026523594,0.0017218253,-516.3263,107.35319,-37.98809,42.279358,-24.888214,19.21598,-19.467297,2.1393015,-7.642402,-5.7732034,0.8849042,-11.9854355,1.8005064,0.5876511,0.6330534,0.56954575,0.5398871,0.52974486,0.50951874,0.5176652,0.55435705,0.5830219,0.62545717,0.6164186,0.57785004
Berlepschs Tinamou5.mp3,Berlepschs Tinamou_sound,207.02499999999998,3633.901655788876,0.0026523594,0.0017218253,-516.3263,107.35319,-37.98809,42.279358,-24.888214,19.21598,-19.467297,2.1393015,-7.642402,-5.7732034,0.8849042,-11.9854355,1.8005064,0.5876511,0.6330534,0.56954575,0.5398871,0.52974486,0.50951874,0.5176652,0.55435705,0.5830219,0.62545717,0.6164186,0.57785004
Berlepschs Tinamou6.mp3,Berlepschs Tinamou_sound,207.02499999999998,3633.901655788876,0.0026523594,0.0017218253,-516.3263,107.35319,-37.98809,42.279358,-24.888214,19.21598,-19.467297,2.1393015,-7.642402,-5.7732034,0.8849042,-11.9854355,1.8005064,0.5876511,0.6330534,0.56954575,0.5398871,0.52974486,0.50951874,0.5176652,0.55435705,0.5830219,0.62545717,0.6164186,0.57785004
Berlepschs Tinamou7.mp3,Berlepschs Tinamou_sound,4432.748953349282,3068.5706500829046,0.0033903662,0.11038502,-169.13812,119.75382,-56.179783,49.38509,-28.012535,11.958551,8.062368,-5.4449997,2.0765166,14.319801,-13.921351,21.25064,-11.310089,0.22124754,0.29664668,0.17930956,0.14768715,0.124350145,0.12005237,0.1202057,0.12088739,0.306911,0.8829624,0.43523222,0.17856902
Berlepschs Tinamou8.mp3,Berlepschs Tinamou_sound,4866.971478690229,4304.393117444315,0.06903742,0.02563652,-411.33615,-23.951649,-22.555578,42.236435,-10.336101,-8.88168,-2.5886025,3.4878612,-25.638813,0.011712832,-0.16688599,-3.2675312,-6.515672,0.48439315,0.43367773,0.65266514,0.6249141,0.51075965,0.5635218,0.69819725,0.68691164,0.42561543,0.42020258,0.43362463,0.4403345
Berlepschs Tinamou9.mp3,Berlepschs Tinamou_sound,4994.3104302705215,3869.5008969864934,0.015292266,0.034387298,-331.09515,46.145176,-3.4242878,35.87214,-30.937387,7.449086,-1.3456018,-18.999374,5.5533857,-3.9002004,-19.8672,16.825457,-17.840948,0.38502958,0.14256974,0.099008925,0.18427406,0.16130956,0.09002279,0.10645171,0.13042401,0.32738462,0.56320703,0.80341715,0.4483689
Biak Scrubfowl10.mp3,Biak Scrubfowl_sound,2220.995670995671,3355.9852110270717,0.0053797076,0.082841374,-211.71483,37.037636,-90.352,40.146923,-29.649067,-22.114288,-14.968247,-9.5134,-28.352802,0.38739884,-20.638996,-23.252539,-5.40064,0.38061887,0.3768113,0.171973,0.22222714,0.25291282,0.50859535,0.7406582,0.33575273,0.13066635,0.1539118,0.16873682,0.20486985
Biak Scrubfowl2.mp3,Biak Scrubfowl_sound,2158.0,4346.324967324128,0.010894537,0.0592915,-294.38446,-1.1632023,-83.41944,-17.9515,-40.461098,-21.458755,-25.32358,-13.539086,-21.864044,8.319274,-15.618612,3.7856874,1.8033205,0.36287478,0.3956462,0.3407699,0.41986638,0.56493664,0.4408537,0.23044172,0.20582083,0.22208929,0.24529175,0.27455217,0.24958184
Biak Scrubfowl3.mp3,Biak Scrubfowl_sound,2158.0,4346.324967324128,0.010894537,0.0592915,-294.38446,-1.1632023,-83.41944,-17.9515,-40.461098,-21.458755,-25.32358,-13.539086,-21.864044,8.319274,-15.618612,3.7856874,1.8033205,0.36287478,0.3956462,0.3407699,0.41986638,0.56493664,0.4408537,0.23044172,0.20582083,0.22208929,0.24529175,0.27455217,0.24958184
Biak Scrubfowl4.mp3,Biak Scrubfowl_sound,2263.888888888889,3630.501953994815,0.007885833,0.026636453,-358.19284,30.240126,-50.920464,42.6639,-26.640028,-32.05199,15.530329,-15.862573,-23.484201,1.7652686,-16.355524,-14.576592,-3.8518887,0.16830723,0.2409644,0.11875306,0.05558777,0.11364569,0.55300164,0.8902598,0.57643974,0.14566942,0.050652612,0.07440585,0.10717653
Biak Scrubfowl5.mp3,Biak Scrubfowl_sound,2218.366778149387,3609.037676614603,0.008554326,0.060575034,-291.72617,15.604873,-69.78645,43.29188,-25.633318,-16.218643,-12.599281,-5.7062273,-30.61569,2.5181468,-18.540276,-21.429598,-2.8325675,0.22231081,0.3925232,0.27693987,0.19300906,0.123811685,0.27671075,0.71910405,0.6997323,0.22282432,0.15689585,0.17813744,0.1443538
Biak Scrubfowl6.mp3,Biak Scrubfowl_sound,2218.366778149387,3609.037676614603,0.008554326,0.060575034,-291.72617,15.604873,-69.78645,43.29188,-25.633318,-16.218643,-12.599281,-5.7062273,-30.61569,2.5181468,-18.540276,-21.429598,-2.8325675,0.22231081,0.3925232,0.27693987,0.19300906,0.123811685,0.27671075,0.71910405,0.6997323,0.22282432,0.15689585,0.17813744,0.1443538
Biak Scrubfowl7.mp3,Biak Scrubfowl_sound,2220.995670995671,3355.9852110270717,0.0053797076,0.082841374,-211.71483,37.037636,-90.352,40.146923,-29.649067,-22.114288,-14.968247,-9.5134,-28.352802,0.38739884,-20.638996,-23.252539,-5.40064,0.38061887,0.3768113,0.171973,0.22222714,0.25291282,0.50859535,0.7406582,0.33575273,0.13066635,0.1539118,0.16873682,0.20486985
Biak Scrubfowl8.mp3,Biak Scrubfowl_sound,2220.995670995671,3355.9852110270717,0.0053797076,0.082841374,-211.71483,37.037636,-90.352,40.146923,-29.649067,-22.114288,-14.968247,-9.5134,-28.352802,0.38739884,-20.638996,-23.252539,-5.40064,0.38061887,0.3768113,0.171973,0.22222714,0.25291282,0.50859535,0.7406582,0.33575273,0.13066635,0.1539118,0.16873682,0.20486985
Biak Scrubfowl9.mp3,Biak Scrubfowl_sound,2220.995670995671,3355.9852110270717,0.0053797076,0.082841374,-211.71483,37.037636,-90.352,40.146923,-29.649067,-22.114288,-14.968247,-9.5134,-28.352802,0.38739884,-20.638996,-23.252539,-5.40064,0.38061887,0.3768113,0.171973,0.22222714,0.25291282,0.50859535,0.7406582,0.33575273,0.13066635,0.1539118,0.16873682,0.20486985
Black Tinamou10.mp3,Black Tinamou_sound,1206.064733502993,3781.6151745708826,0.0003878219,0.053742204,-281.7776,106.0453,-26.591085,27.76942,-9.227464,20.797462,-3.4158251,19.960474,13.292729,3.8100846,1.6579176,-8.783536,-0.8446198,0.4437041,0.7505554,0.65490884,0.4170118,0.34441185,0.32566544,0.33443823,0.34664774,0.38645497,0.4021183,0.4031367,0.36541983
Black Tinamou11.mp3,Black Tinamou_sound,228.21576763485476,926.0206180285378,4.14297e-06,0.21629101,-215.12871,302.43988,-18.336864,-54.717472,40.763123,12.805879,-39.23171,0.7120646,21.585321,-18.69745,-18.684044,13.432886,-0.3483569,0.621873,0.61032057,0.5896886,0.5725232,0.57183844,0.57092077,0.60628957,0.609526,0.61851877,0.58761424,0.56581396,0.5720139
Black Tinamou12.mp3,Black Tinamou_sound,1113.6363636363637,4029.318833498426,0.009314685,0.10630602,-118.865814,137.25497,-23.857435,31.370195,-49.553566,28.141886,1.230704,12.916617,-35.19997,16.9428,-27.079773,-4.549478,-15.934215,0.59425926,0.6666888,0.5406592,0.45064303,0.43690723,0.4580772,0.48463655,0.5081201,0.50528115,0.48743218,0.4876945,0.48976153
Black Tinamou13.mp3,Black Tinamou_sound,7179.123126971609,3081.3920462989668,0.00048430264,0.18992677,-146.24211,13.92407,-101.919846,23.386091,-113.882545,-15.862342,-47.148113,-30.21178,-54.78784,7.4870014,-57.584,-1.838731,-16.425795,0.06931914,0.036305938,0.05055549,0.15036184,0.23881926,0.23012805,0.19819571,0.20228864,0.32526132,0.5599631,0.9870832,0.24442112
Black Tinamou14.mp3,Black Tinamou_sound,113.65067287444064,2624.64379319145,5.1126967e-06,0.3401764,-270.40765,131.30014,32.403576,20.259975,-11.558693,17.154335,14.872132,28.344278,2.6315374,6.6068344,-1.5874484,9.595599,11.394693,0.83192265,0.8791714,0.9178377,0.9467351,0.95591253,0.93888813,0.9152023,0.88794506,0.8550296,0.80757195,0.7522286,0.7607447
Black Tinamou15.mp3,Black Tinamou_sound,116.52275219298245,4724.198897774071,0.011412195,0.019511212,-339.28552,76.54899,5.0747023,39.424118,-3.3474395,13.154057,5.408322,7.984974,9.643907,-1.8668823,11.936931,0.74883866,-1.6133612,0.65013945,0.91772693,0.7426588,0.6244488,0.59965885,0.578637,0.55112064,0.54879117,0.5370493,0.5081894,0.48700842,0.5123765
